adv,bottom,cod,doctop,height,non_stroking_color,page_number,size,stroking_color,top,width,x0,x1,y0,y1,len_str,is_mulu,is_biaoti,is_ymyj,text
0.5,54.51,0.0,31198.01,10.5,0.0,38.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,82.522,1.0,31220.502,16.02,0.0,38.0,16.02,0.0,66.502,16.02,178.14,194.16,759.478,775.498,15,0,0,2,第五节 向普通投资者披露的信息
1.0,109.77,2.0,31253.27,10.5,0.0,38.0,10.5,0.0,99.27,10.5,42.54,53.04,731.495,741.995,8,0,0,2,□适用 不适用
0.5,790.83,6.0,31934.33,10.5,0.0,38.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,38
0.5,54.51,0.0,32040.01,10.5,0.0,39.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,82.522,1.0,32062.502,16.02,0.0,39.0,16.02,0.0,66.502,16.02,234.3,250.32,759.478,775.498,8,0,0,2,第六节 财务报告
1.0,238.74,9.0,32222.74,12.0,0.0,39.0,12.0,0.0,226.74,12.0,42.54,54.54,603.26,615.26,6,0,1,2,一、财务报表
1.0,263.97,10.0,32249.47,10.5,0.0,39.0,10.5,0.0,253.47,10.5,42.54,53.04,578.03,588.53,11,0,1,2,（一） 合并资产负债表
1.0,311.969,11.0,32297.469,10.5,0.0,39.0,10.5,0.0,301.469,10.5,504.6,515.1,530.031,540.531,4,0,0,2,单位：元
0.5,335.55,12.0,32321.05,10.5,0.0,39.0,10.5,0.0,325.05,5.25,444.36,531.0,506.45,516.95,11,0,0,2,2020年12月31日
0.5,392.868,15.0,32378.367,10.5,0.0,39.0,10.5,0.0,382.368,5.25,478.722,483.972,449.132,459.632,16,0,0,2,"6,843,451,064.12"
0.5,421.128,17.0,32406.629,10.5,0.0,39.0,10.5,0.0,410.628,5.25,486.645,491.895,420.872,431.372,14,0,0,2,"717,312,064.58"
0.5,449.328,19.0,32434.828,10.5,0.0,39.0,10.5,0.0,438.828,5.25,484.001,489.251,392.672,403.172,15,0,0,2,"1,855,728,137.2"
0.5,505.848,23.0,32491.348,10.5,0.0,39.0,10.5,0.0,495.348,5.25,473.871,479.121,336.152,346.652,17,0,0,2,"11,829,701,246.05"
0.25,534.108,25.0,32519.607,10.5,0.0,39.0,10.5,0.0,523.608,2.625,422.1,502.35,307.892,318.392,12,0,0,2,"49,440,401.7"
0.5,590.628,29.0,32576.129,10.5,0.0,39.0,10.5,0.0,580.128,5.25,491.876,497.126,251.372,261.872,13,0,0,2,"24,241,130.99"
0.5,618.828,31.0,32604.328,10.5,0.0,39.0,10.5,0.0,608.328,5.25,478.729,483.979,223.172,233.672,16,0,0,2,"1,221,798,396.06"
0.5,675.348,35.0,32660.848,10.5,0.0,39.0,10.5,0.0,664.848,5.25,491.884,497.134,166.652,177.152,13,0,0,2,"64,429,014.99"
0.5,790.83,43.0,32776.33,10.5,0.0,39.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,39
0.5,54.51,0.0,32882.01,10.5,0.0,40.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,78.108,1.0,32905.61,10.5,0.0,40.0,10.5,0.0,67.608,5.25,491.889,497.139,763.892,774.392,13,0,0,2,"35,022,722.29"
0.5,106.368,3.0,32933.867,10.5,0.0,40.0,10.5,0.0,95.868,5.25,478.729,483.979,735.632,746.132,16,0,0,2,"2,513,646,961.46"
0.5,134.628,5.0,32962.13,10.5,0.0,40.0,10.5,0.0,124.128,5.25,491.889,497.139,707.372,717.872,13,0,0,2,"82,718,250.02"
0.5,162.888,7.0,32990.387,10.5,0.0,40.0,10.5,0.0,152.388,5.25,510.225,515.475,679.112,689.612,9,0,0,2,"8,345,400"
0.5,191.148,9.0,33018.65,10.5,0.0,40.0,10.5,0.0,180.648,5.25,486.645,491.895,650.852,661.352,14,0,0,2,"600,075,452.06"
0.5,219.408,11.0,33046.906,10.5,0.0,40.0,10.5,0.0,208.908,5.25,487.448,492.698,622.592,633.092,14,0,0,2,"511,948,118.69"
0.5,332.388,19.0,33159.887,10.5,0.0,40.0,10.5,0.0,321.888,5.25,486.645,491.895,509.612,520.112,14,0,0,2,"902,074,573.24"
0.5,360.648,21.0,33188.15,10.5,0.0,40.0,10.5,0.0,350.148,5.25,473.534,478.784,481.352,491.852,17,0,0,2,"27,168,869,283.43"
0.25,473.628,29.0,33301.13,10.5,0.0,40.0,10.5,0.0,463.128,2.625,422.1,478.769,368.372,378.872,17,0,0,2,"15,700,221,715.65"
0.5,501.888,31.0,33329.387,10.5,0.0,40.0,10.5,0.0,491.388,5.25,486.645,491.895,340.112,350.612,14,0,0,2,"212,998,226.36"
0.5,558.408,35.0,33385.906,10.5,0.0,40.0,10.5,0.0,547.908,5.25,473.521,478.771,283.592,294.092,17,0,0,2,"18,866,255,923.36"
0.5,586.608,37.0,33414.11,10.5,0.0,40.0,10.5,0.0,576.108,5.25,491.889,497.139,255.392,265.892,13,0,0,2,"41,002,365.61"
0.5,643.128,41.0,33470.63,10.5,0.0,40.0,10.5,0.0,632.628,5.25,486.645,491.895,198.872,209.372,14,0,0,2,"108,787,879.08"
0.5,671.388,43.0,33498.887,10.5,0.0,40.0,10.5,0.0,660.888,5.25,478.729,483.979,170.612,181.112,16,0,0,2,"1,260,259,652.29"
0.5,699.648,45.0,33527.15,10.5,0.0,40.0,10.5,0.0,689.148,5.25,486.627,491.877,142.352,152.852,14,0,0,2,"364,707,293.99"
0.5,790.83,51.0,33618.33,10.5,0.0,40.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,40
0.5,54.51,0.0,33724.01,10.5,0.0,41.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,106.368,3.0,33775.867,10.5,0.0,41.0,10.5,0.0,95.868,5.25,486.645,491.895,735.632,746.132,14,0,0,2,"217,131,281.16"
0.5,162.888,7.0,33832.387,10.5,0.0,41.0,10.5,0.0,152.388,5.25,486.627,491.877,679.112,689.612,14,0,0,2,"940,854,205.69"
0.5,191.148,9.0,33860.65,10.5,0.0,41.0,10.5,0.0,180.648,5.25,491.884,497.134,650.852,661.352,13,0,0,2,"72,416,676.96"
0.5,219.408,11.0,33888.906,10.5,0.0,41.0,10.5,0.0,208.908,5.25,486.646,491.896,622.592,633.092,14,0,0,2,"186,158,659.28"
0.5,247.608,13.0,33917.11,10.5,0.0,41.0,10.5,0.0,237.108,5.25,486.627,491.877,594.392,604.892,14,0,0,2,"575,808,070.92"
0.5,275.868,15.0,33945.367,10.5,0.0,41.0,10.5,0.0,265.368,5.25,473.534,478.784,566.132,576.632,17,0,0,2,"38,546,601,950.35"
0.5,304.128,17.0,33973.63,10.5,0.0,41.0,10.5,0.0,293.628,5.25,473.534,478.784,537.872,548.372,17,0,0,2,"65,715,471,233.78"
0.5,360.648,21.0,34030.15,10.5,0.0,41.0,10.5,0.0,350.148,5.25,473.534,478.784,481.352,491.852,17,0,0,2,"10,092,202,450.28"
0.5,417.108,25.0,34086.61,10.5,0.0,41.0,10.5,0.0,406.608,5.25,486.64,491.89,424.892,435.392,14,0,0,2,"300,093,333.33"
0.25,473.628,30.0,34143.13,10.5,0.0,41.0,10.5,0.0,463.128,2.625,422.1,507.629,368.372,378.872,11,0,0,2,"9,998,356.2"
0.5,530.148,34.0,34199.65,10.5,0.0,41.0,10.5,0.0,519.648,5.25,505.029,510.279,311.852,322.352,10,0,0,2,"10,000,000"
0.5,558.408,36.0,34227.906,10.5,0.0,41.0,10.5,0.0,547.908,5.25,486.627,491.877,283.592,294.092,14,0,0,2,"707,244,757.19"
0.5,586.608,38.0,34256.11,10.5,0.0,41.0,10.5,0.0,576.108,5.25,491.884,497.134,255.392,265.892,13,0,0,2,"79,534,768.67"
0.5,643.128,42.0,34312.63,10.5,0.0,41.0,10.5,0.0,632.628,5.25,478.729,483.979,198.872,209.372,16,0,0,2,"3,069,500,269.28"
0.5,756.108,50.0,34425.61,10.5,0.0,41.0,10.5,0.0,745.608,5.25,486.645,491.895,85.892,96.392,14,0,0,2,"377,425,589.12"
0.5,790.83,52.0,34460.33,10.5,0.0,41.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,41
0.5,54.51,0.0,34566.01,10.5,0.0,42.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,78.108,1.0,34589.61,10.5,0.0,42.0,10.5,0.0,67.608,5.25,486.645,491.895,763.892,774.392,14,0,0,2,"392,900,532.25"
0.5,106.368,3.0,34617.867,10.5,0.0,42.0,10.5,0.0,95.868,5.25,478.729,483.979,735.632,746.132,16,0,0,2,"6,048,008,174.65"
0.5,219.408,11.0,34730.906,10.5,0.0,42.0,10.5,0.0,208.908,5.25,478.732,483.982,622.592,633.092,16,0,0,2,"1,769,644,944.67"
0.5,304.128,17.0,34815.63,10.5,0.0,42.0,10.5,0.0,293.628,5.25,497.105,502.355,537.872,548.372,12,0,0,2,"2,294,027.78"
0.5,332.388,19.0,34843.887,10.5,0.0,42.0,10.5,0.0,321.888,5.25,478.744,483.994,509.612,520.112,16,0,0,2,"1,971,772,794.65"
0.5,360.648,21.0,34872.15,10.5,0.0,42.0,10.5,0.0,350.148,5.25,473.534,478.784,481.352,491.852,17,0,0,2,"24,830,619,998.07"
0.5,445.368,27.0,34956.867,10.5,0.0,42.0,10.5,0.0,434.868,5.25,491.866,497.116,396.632,407.132,13,0,0,2,"2,723,650,000"
0.5,473.628,29.0,34985.13,10.5,0.0,42.0,10.5,0.0,463.128,5.25,478.729,483.979,368.372,378.872,16,0,0,2,"5,014,807,808.22"
0.5,586.608,37.0,35098.11,10.5,0.0,42.0,10.5,0.0,576.108,5.25,505.003,510.253,255.392,265.892,10,0,0,2,"297,766.34"
0.5,643.128,41.0,35154.63,10.5,0.0,42.0,10.5,0.0,632.628,5.25,492.234,497.484,198.872,209.372,13,0,0,2,"11,223,537.09"
0.5,671.388,43.0,35182.887,10.5,0.0,42.0,10.5,0.0,660.888,5.25,497.104,502.354,170.612,181.112,12,0,0,2,"61,322,252.6"
0.5,699.648,45.0,35211.15,10.5,0.0,42.0,10.5,0.0,689.148,5.25,486.646,491.896,142.352,152.852,14,0,0,2,"389,530,138.29"
0.5,727.908,47.0,35239.406,10.5,0.0,42.0,10.5,0.0,717.408,5.25,505.029,510.279,114.092,124.592,10,0,0,2,"34,300,000"
0.5,756.108,49.0,35267.61,10.5,0.0,42.0,10.5,0.0,745.608,5.25,478.754,484.004,85.892,96.392,16,0,0,2,"8,235,131,502.54"
0.5,790.83,51.0,35302.33,10.5,0.0,42.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,42
0.5,54.51,0.0,35408.01,10.5,0.0,43.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,78.108,1.0,35431.61,10.5,0.0,43.0,10.5,0.0,67.608,5.25,473.534,478.784,763.892,774.392,17,0,0,2,"33,065,751,500.61"
0.5,134.628,5.0,35488.13,10.5,0.0,43.0,10.5,0.0,124.128,5.25,486.66,491.91,707.372,717.872,14,0,0,2,"14,620,000,000"
0.5,247.608,13.0,35601.11,10.5,0.0,43.0,10.5,0.0,237.108,5.25,478.729,483.979,594.392,604.892,16,0,0,2,"5,304,893,916.61"
0.5,304.128,17.0,35657.63,10.5,0.0,43.0,10.5,0.0,293.628,5.25,486.638,491.888,537.872,548.372,14,0,0,2,"604,222,946.61"
0.5,360.648,21.0,35714.15,10.5,0.0,43.0,10.5,0.0,350.148,5.25,486.645,491.895,481.352,491.852,14,0,0,2,"542,978,189.14"
0.5,388.908,23.0,35742.406,10.5,0.0,43.0,10.5,0.0,378.408,5.25,491.889,497.139,453.092,463.592,13,0,0,2,"69,654,872.75"
0.5,417.108,25.0,35770.61,10.5,0.0,43.0,10.5,0.0,406.608,5.25,478.729,483.979,424.892,435.392,16,0,0,2,"7,594,649,294.37"
0.5,445.368,27.0,35798.867,10.5,0.0,43.0,10.5,0.0,434.868,5.25,473.534,478.784,396.632,407.132,17,0,0,2,"28,736,399,219.48"
0.5,473.628,29.0,35827.13,10.5,0.0,43.0,10.5,0.0,463.128,5.25,478.745,483.995,368.372,378.872,16,0,0,2,"3,913,320,513.69"
0.5,501.888,31.0,35855.387,10.5,0.0,43.0,10.5,0.0,491.388,5.25,473.534,478.784,340.112,350.612,17,0,0,2,"32,649,719,733.17"
0.5,530.148,33.0,35883.65,10.5,0.0,43.0,10.5,0.0,519.648,5.25,473.534,478.784,311.852,322.352,17,0,0,2,"65,715,471,233.78"
1.0,562.23,35.0,35915.73,10.5,0.0,43.0,10.5,0.0,551.73,10.5,42.54,53.04,279.77,290.27,55,0,0,2,法定代表人：胡国斌          主管会计工作负责人：杨剑平          主管会计工作负责人：李才均
1.0,590.25,36.0,35943.75,10.5,0.0,43.0,10.5,0.0,579.75,10.5,42.54,53.04,251.75,262.25,12,0,1,2,（二） 母公司资产负债表
1.0,618.27,37.0,35971.77,10.5,0.0,43.0,10.5,0.0,607.77,10.5,504.6,515.1,223.73,234.23,4,0,0,2,单位：元
0.5,641.85,38.0,35995.35,10.5,0.0,43.0,10.5,0.0,631.35,5.25,444.36,531.0,200.15,210.65,11,0,0,2,2020年12月31日
0.5,699.108,41.0,36052.61,10.5,0.0,43.0,10.5,0.0,688.608,5.25,478.729,483.979,142.892,153.392,16,0,0,2,"2,516,559,534.95"
0.25,755.628,45.0,36109.13,10.5,0.0,43.0,10.5,0.0,745.128,2.625,422.1,502.35,86.372,96.872,12,0,0,2,"1,709,490.76"
0.5,790.83,47.0,36144.33,10.5,0.0,43.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,43
0.5,54.51,0.0,36250.01,10.5,0.0,44.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.25,134.628,5.0,36330.13,10.5,0.0,44.0,10.5,0.0,124.128,2.625,422.1,510.269,707.372,717.872,10,0,0,2,"32,525,000"
0.5,219.408,11.0,36414.906,10.5,0.0,44.0,10.5,0.0,208.908,5.25,478.729,483.979,622.592,633.092,16,0,0,2,"3,293,469,493.34"
0.25,417.108,25.0,36612.61,10.5,0.0,44.0,10.5,0.0,406.608,2.625,422.1,504.99,424.892,435.392,11,0,0,2,"879,600,000"
0.5,445.368,27.0,36640.867,10.5,0.0,44.0,10.5,0.0,434.868,5.25,478.754,484.004,396.632,407.132,16,0,0,2,"6,723,863,519.05"
0.25,558.408,35.0,36753.906,10.5,0.0,44.0,10.5,0.0,547.908,2.625,422.1,478.769,283.592,294.092,17,0,0,2,"14,479,201,824.72"
0.5,614.868,39.0,36810.367,10.5,0.0,44.0,10.5,0.0,604.368,5.25,473.534,478.784,227.132,237.632,17,0,0,2,"20,122,787,870.52"
0.5,727.908,47.0,36923.406,10.5,0.0,44.0,10.5,0.0,717.408,5.25,505.003,510.253,114.092,124.592,10,0,0,2,"989,753.73"
0.5,790.83,51.0,36986.33,10.5,0.0,44.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,44
0.5,54.51,0.0,37092.01,10.5,0.0,45.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,275.868,15.0,37313.367,10.5,0.0,45.0,10.5,0.0,265.368,5.25,491.889,497.139,566.132,576.632,13,0,0,2,"49,627,321.18"
0.5,332.388,19.0,37369.887,10.5,0.0,45.0,10.5,0.0,321.888,5.25,473.534,478.784,509.612,520.112,17,0,0,2,"34,652,606,770.15"
0.5,360.648,21.0,37398.15,10.5,0.0,45.0,10.5,0.0,350.148,5.25,478.746,483.996,481.352,491.852,16,0,0,2,"41,376,470,289.2"
0.5,417.108,25.0,37454.61,10.5,0.0,45.0,10.5,0.0,406.608,5.25,491.866,497.116,424.892,435.392,13,0,0,2,"4,650,000,000"
0.5,530.148,33.0,37567.65,10.5,0.0,45.0,10.5,0.0,519.648,5.25,523.354,528.604,311.852,322.352,6,0,0,2,"22,500"
0.5,614.868,39.0,37652.367,10.5,0.0,45.0,10.5,0.0,604.368,5.25,486.645,491.895,227.132,237.632,14,0,0,2,"144,466,635.19"
0.5,643.128,41.0,37680.63,10.5,0.0,45.0,10.5,0.0,632.628,5.25,486.665,491.915,198.872,209.372,14,0,0,2,"238,017,492.58"
0.5,671.388,43.0,37708.887,10.5,0.0,45.0,10.5,0.0,660.888,5.25,479.084,484.334,170.612,181.112,16,0,0,2,"3,560,246,211.87"
0.5,790.83,51.0,37828.33,10.5,0.0,45.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,45
0.5,54.51,0.0,37934.01,10.5,0.0,46.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.25,78.108,1.0,37957.61,10.5,0.0,46.0,10.5,0.0,67.608,2.625,422.1,515.49,763.892,774.392,9,0,0,2,"2,000,000"
0.5,134.628,5.0,38014.13,10.5,0.0,46.0,10.5,0.0,124.128,5.25,478.722,483.972,707.372,717.872,16,0,0,2,"8,594,752,839.64"
0.5,191.148,9.0,38070.65,10.5,0.0,46.0,10.5,0.0,180.648,5.25,491.866,497.116,650.852,661.352,13,0,0,2,"2,250,300,000"
0.5,219.408,11.0,38098.906,10.5,0.0,46.0,10.5,0.0,208.908,5.25,478.732,483.982,622.592,633.092,16,0,0,2,"3,999,644,689.14"
0.5,388.908,23.0,38268.406,10.5,0.0,46.0,10.5,0.0,378.408,5.25,510.224,515.474,453.092,463.592,9,0,0,2,"6,923,700"
0.5,445.368,27.0,38324.867,10.5,0.0,46.0,10.5,0.0,434.868,5.25,491.871,497.121,396.632,407.132,13,0,0,2,"368,992,843.5"
0.5,501.888,31.0,38381.387,10.5,0.0,46.0,10.5,0.0,491.388,5.25,478.729,483.979,340.112,350.612,16,0,0,2,"6,625,861,232.64"
0.5,530.148,33.0,38409.65,10.5,0.0,46.0,10.5,0.0,519.648,5.25,473.525,478.775,311.852,322.352,17,0,0,2,"15,220,614,072.28"
0.5,586.608,37.0,38466.11,10.5,0.0,46.0,10.5,0.0,576.108,5.25,486.66,491.91,255.392,265.892,14,0,0,2,"14,620,000,000"
0.5,699.648,45.0,38579.15,10.5,0.0,46.0,10.5,0.0,689.148,5.25,478.729,483.979,142.352,152.852,16,0,0,2,"6,405,564,873.08"
0.25,756.108,49.0,38635.61,10.5,0.0,46.0,10.5,0.0,745.608,2.625,422.1,491.91,85.892,96.392,14,0,0,2,"696,427,599.04"
0.5,790.83,51.0,38670.33,10.5,0.0,46.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,46
0.5,54.51,0.0,38776.01,10.5,0.0,47.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,106.368,3.0,38827.867,10.5,0.0,47.0,10.5,0.0,95.868,5.25,486.645,491.895,735.632,746.132,14,0,0,2,"542,978,189.14"
0.5,134.628,5.0,38856.13,10.5,0.0,47.0,10.5,0.0,124.128,5.25,478.729,483.979,707.372,717.872,16,0,0,2,"3,890,885,555.66"
0.5,162.888,7.0,38884.387,10.5,0.0,47.0,10.5,0.0,152.388,5.25,473.534,478.784,679.112,689.612,17,0,0,2,"26,155,856,216.92"
0.5,191.148,9.0,38912.65,10.5,0.0,47.0,10.5,0.0,180.648,5.25,478.746,483.996,650.852,661.352,16,0,0,2,"41,376,470,289.2"
1.0,223.23,11.0,38944.73,10.5,0.0,47.0,10.5,0.0,212.73,10.5,42.54,53.04,618.77,629.27,9,0,1,2,（三） 合并利润表
1.0,251.25,12.0,38972.75,10.5,0.0,47.0,10.5,0.0,240.75,10.5,504.6,515.1,590.75,601.25,4,0,0,2,单位：元
0.5,274.83,13.0,38996.33,10.5,0.0,47.0,10.5,0.0,264.33,5.25,454.86,520.479,567.17,577.67,9,0,0,2,2020年1-6月
0.5,303.888,14.0,39025.387,10.5,0.0,47.0,10.5,0.0,293.388,5.25,478.729,483.979,538.112,548.612,16,0,0,2,"1,749,905,340.76"
0.5,332.148,16.0,39053.65,10.5,0.0,47.0,10.5,0.0,321.648,5.25,478.729,483.979,509.852,520.352,16,0,0,2,"1,512,971,012.68"
0.5,360.408,18.0,39081.906,10.5,0.0,47.0,10.5,0.0,349.908,5.25,492.244,497.494,481.592,492.092,13,0,0,2,"115,474,156.9"
0.5,416.868,22.0,39138.367,10.5,0.0,47.0,10.5,0.0,406.368,5.25,486.645,491.895,425.132,435.632,14,0,0,2,"121,460,171.18"
0.5,445.128,24.0,39166.63,10.5,0.0,47.0,10.5,0.0,434.628,5.25,478.729,483.979,396.872,407.372,16,0,0,2,"1,799,181,933.51"
0.5,473.388,26.0,39194.887,10.5,0.0,47.0,10.5,0.0,462.888,5.25,478.729,483.979,368.612,379.112,16,0,0,2,"1,140,814,747.25"
0.5,501.648,28.0,39223.15,10.5,0.0,47.0,10.5,0.0,491.148,5.25,491.881,497.131,340.352,350.852,13,0,0,2,"134,319,507.7"
0.5,529.908,30.0,39251.406,10.5,0.0,47.0,10.5,0.0,519.408,5.25,491.889,497.139,312.092,322.592,13,0,0,2,"52,614,395.27"
0.5,699.408,42.0,39420.906,10.5,0.0,47.0,10.5,0.0,688.908,5.25,491.889,497.139,142.592,153.092,13,0,0,2,"13,910,634.31"
0.5,727.608,44.0,39449.11,10.5,0.0,47.0,10.5,0.0,717.108,5.25,487.024,492.274,114.392,124.892,14,0,0,2,"195,659,842.11"
0.5,755.868,46.0,39477.367,10.5,0.0,47.0,10.5,0.0,745.368,5.25,486.645,491.895,86.132,96.632,14,0,0,2,"138,501,042.76"
0.5,790.83,48.0,39512.33,10.5,0.0,47.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,47
0.5,54.51,0.0,39618.01,10.5,0.0,48.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,78.108,1.0,39641.61,10.5,0.0,48.0,10.5,0.0,67.608,5.25,497.096,502.346,763.892,774.392,12,0,0,2,"23,918,492.4"
0.5,106.368,3.0,39669.867,10.5,0.0,48.0,10.5,0.0,95.868,5.25,491.884,497.134,735.632,746.132,13,0,0,2,"77,268,572.13"
0.5,134.628,5.0,39698.13,10.5,0.0,48.0,10.5,0.0,124.128,5.25,486.645,491.895,707.372,717.872,14,0,0,2,"176,013,499.61"
0.5,162.888,7.0,39726.387,10.5,0.0,48.0,10.5,0.0,152.388,5.25,486.662,491.912,679.112,689.612,14,0,0,2,"102,004,241.88"
0.5,191.148,9.0,39754.65,10.5,0.0,48.0,10.5,0.0,180.648,5.25,492.249,497.499,650.852,661.352,13,0,0,2,"14,339,611.46"
0.5,219.408,11.0,39782.906,10.5,0.0,48.0,10.5,0.0,208.908,5.25,491.882,497.132,622.592,633.092,13,0,0,2,"826,782,841.7"
0.5,247.608,13.0,39811.11,10.5,0.0,48.0,10.5,0.0,237.108,5.25,491.884,497.134,594.392,604.892,13,0,0,2,"96,260,194.55"
0.5,304.128,17.0,39867.63,10.5,0.0,48.0,10.5,0.0,293.628,5.25,504.998,510.248,537.872,548.372,10,0,0,2,"161,864.55"
0.333,360.648,21.0,39924.15,10.5,0.0,48.0,10.5,0.0,350.148,3.497,483.831,487.328,481.352,491.852,15,0,0,2,"-113,406,113.55"
0.5,388.908,23.0,39952.406,10.5,0.0,48.0,10.5,0.0,378.408,5.25,491.919,497.169,453.092,463.592,13,0,0,2,"22,174,699.58"
0.5,445.368,27.0,40008.867,10.5,0.0,48.0,10.5,0.0,434.868,5.25,528.575,533.825,396.632,407.132,5,0,0,2,"1,120"
0.5,473.628,29.0,40037.13,10.5,0.0,48.0,10.5,0.0,463.128,5.25,486.627,491.877,368.372,378.872,14,0,0,2,"678,602,731.41"
0.5,501.888,31.0,40065.387,10.5,0.0,48.0,10.5,0.0,491.388,5.25,491.889,497.139,340.112,350.612,13,0,0,2,"13,313,689.43"
0.5,530.148,33.0,40093.65,10.5,0.0,48.0,10.5,0.0,519.648,5.25,491.887,497.137,311.852,322.352,13,0,0,2,"12,560,876.09"
0.5,558.408,35.0,40121.906,10.5,0.0,48.0,10.5,0.0,547.908,5.25,486.627,491.877,283.592,294.092,14,0,0,2,"679,355,544.75"
0.5,586.608,37.0,40150.11,10.5,0.0,48.0,10.5,0.0,576.108,5.25,491.889,497.139,255.392,265.892,13,0,0,2,"79,247,719.82"
0.5,614.868,39.0,40178.367,10.5,0.0,48.0,10.5,0.0,604.368,5.25,486.663,491.913,227.132,237.632,14,0,0,2,"600,107,824.93"
0.5,661.368,43.0,40224.867,10.5,0.0,48.0,10.5,0.0,650.868,5.25,486.663,491.913,180.632,191.132,14,0,0,2,"600,107,824.93"
0.5,736.128,49.0,40299.63,10.5,0.0,48.0,10.5,0.0,725.628,5.25,486.645,491.895,105.872,116.372,14,0,0,2,"526,347,266.72"
0.5,764.388,51.0,40327.887,10.5,0.0,48.0,10.5,0.0,753.888,5.25,491.884,497.134,77.612,88.112,13,0,0,2,"73,760,558.21"
0.5,790.83,53.0,40354.33,10.5,0.0,48.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,48
0.5,54.51,0.0,40460.01,10.5,0.0,49.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,78.108,1.0,40483.61,10.5,0.0,49.0,10.5,0.0,67.608,5.25,491.91,497.16,763.892,774.392,13,0,0,2,"90,227,565.91"
0.5,106.368,3.0,40511.867,10.5,0.0,49.0,10.5,0.0,95.868,5.25,491.91,497.16,735.632,746.132,13,0,0,2,"81,651,812.52"
0.5,134.628,5.0,40540.13,10.5,0.0,49.0,10.5,0.0,124.128,5.25,497.127,502.377,707.372,717.872,12,0,0,2,"3,169,575.19"
0.25,219.408,11.0,40624.906,10.5,0.0,49.0,10.5,0.0,208.908,2.625,422.1,502.35,622.592,633.092,12,0,0,2,"3,169,575.19"
